Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
54895726,Broken Horses,Brandi Carlile,"Carlile, Brandi",,"=""0593237242""","=""9780593237243""",0,4.39,Crown,Hardcover,336,2021,2021,,2022/04/17,to-read,to-read (#297),to-read,,,,0,0
50743767,Between Two Kingdoms: A Memoir of a Life Interrupted,Suleika Jaouad,"Jaouad, Suleika",,"=""0399588582""","=""9780399588587""",0,4.42,Random House,Hardcover,352,2021,2021,,2022/04/17,to-read,to-read (#296),to-read,,,,0,0
589071,"Ironweed (The Albany Cycle, #3)",William  Kennedy,"Kennedy, William",,"=""0140070206""","=""9780140070200""",0,3.87,Penguin Books Ltd,Paperback,227,1984,1983,,2022/04/17,to-read,to-read (#295),to-read,,,,0,0
56269163,A Taste for Poison: Eleven Deadly Molecules and the Killers Who Used Them,Neil Bradbury,"Bradbury, Neil",,"=""1250270758""","=""9781250270757""",0,4.12,St. Martin's Press,Hardcover,304,2022,2022,,2022/04/17,to-read,to-read (#294),to-read,,,,0,0
861326,"The Viscount Who Loved Me (Bridgertons, #2)",Julia Quinn,"Quinn, Julia",,"=""""","=""""",0,3.99,Avon,Mass Market Paperback,480,2006,2000,,2022/04/17,to-read,to-read (#293),to-read,,,,0,0
58891551,Young Mungo,Douglas   Stuart,"Stuart, Douglas",,"=""0802159559""","=""9780802159557""",0,4.38,Grove Press,Hardcover,390,2022,2022,,2022/04/17,to-read,to-read (#292),to-read,,,,0,0
58437521,The Candy House,Jennifer Egan,"Egan, Jennifer",,"=""1476716765""","=""9781476716763""",0,3.64,Scribner,Hardcover,352,2022,2022,,2022/04/15,to-read,to-read (#291),to-read,,,,0,0
55404546,Malibu Rising,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1524798657""","=""9781524798659""",3,4.03,Ballantine Books,Hardcover,369,2021,2021,2022/04/12,2022/01/02,,,read,,,,1,0
18893115,All The King's Men,Robert Penn Warren,"Warren, Robert Penn",,"=""""","=""""",0,4.09,Mariner Books Classics,Kindle Edition,662,1996,1946,,2021/12/26,to-read,to-read (#290),to-read,,,,0,0
6362824,The Anatomy of Motive: The FBI's Legendary Mindhunter Explores the Key to Understanding and Catching Violent Criminals,John E. Douglas,"Douglas, John E.",Mark Olshaker,"=""""","=""""",4,4.18,,Kindle Edition,432,,1999,2022/03/28,2022/03/19,,,read,,,,1,0
59999991,Klara and the Sun,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""0593311299""","=""9780593311295""",0,3.74,Vintage,Paperback,303,2022,2021,,2022/04/01,to-read,to-read (#289),to-read,,,,0,0
41714396,The Queen's Gambit,Walter Tevis,"Tevis, Walter",,"=""""","=""""",4,4.18,RosettaBooks,ebook,266,2014,1983,2022/03/19,2022/03/14,,,read,,,,1,0
36692478,There There,Tommy Orange,"Orange, Tommy",,"=""""","=""""",5,3.98,Knopf,Hardcover,294,2018,2018,2022/03/17,2021/12/31,,,read,,,,1,0
52516332,Clap When You Land,Elizabeth Acevedo,"Acevedo, Elizabeth",,"=""0062882767""","=""9780062882769""",0,4.23,HarperTeen ,Hardcover,432,2020,2020,,2022/03/15,to-read,to-read (#288),to-read,,,,0,0
30165203,American Gods,Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",0,4.10,William Morrow,Kindle Edition,635,2011,2001,,2022/03/15,to-read,to-read (#287),to-read,,,,0,0
57773248,Notes on an Execution,Danya Kukafka,"Kukafka, Danya",,"=""0063052733""","=""9780063052734""",0,4.05,William Morrow,Hardcover,306,2022,2022,,2022/03/15,to-read,to-read (#285),to-read,,,,0,0
57739876,To Paradise,Hanya Yanagihara,"Yanagihara, Hanya",,"=""0385547935""","=""9780385547932""",0,3.74,Doubleday,Hardcover,720,2022,2022,,2022/03/15,to-read,to-read (#286),to-read,,,,0,0
10414941,Catherine the Great: Portrait of a Woman,Robert K. Massie,"Massie, Robert K.",,"=""0679456724""","=""9780679456728""",0,3.94,"Random House, Inc. (NY)",Hardcover,656,2011,2011,,2022/03/14,to-read,to-read (#284),to-read,,,,0,0
35995489,The Extraordinary Life of Sam Hell,Robert Dugoni,"Dugoni, Robert",,"=""1503949001""","=""9781503949003""",0,4.44,Lake Union Publishing,Hardcover,448,2018,2018,,2022/03/10,to-read,to-read (#283),to-read,,,,0,0
1934,"Little Women (Little Women, #1)",Louisa May Alcott,"Alcott, Louisa May","Regina Barreca, Grzegorz Komerski, Marta Fihel","=""""","=""""",0,4.17,Signet Classics,Mass Market Paperback,449,2004,1868,,2022/03/10,to-read,to-read (#282),to-read,,,,0,0
32920226,"Sing, Unburied, Sing",Jesmyn Ward,"Ward, Jesmyn",,"=""""","=""""",0,4.00,Scribner,Hardcover,285,2017,2017,,2022/03/10,to-read,to-read (#281),to-read,,,,0,0
42046112,Recursion,Blake Crouch,"Crouch, Blake",,"=""1524759783""","=""9781524759780""",0,4.17,Crown,Hardcover,329,2019,2019,,2022/03/10,to-read,to-read (#280),to-read,,,,0,0
12067,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"Pratchett, Terry",Neil Gaiman,"=""""","=""""",0,4.25,William Morrow Paperbacks,Mass Market Paperback,491,2006,1990,,2022/03/10,to-read,to-read (#279),to-read,,,,0,0
39927096,"Less (Arthur Less, #1)",Andrew Sean Greer,"Greer, Andrew Sean",,"=""""","=""""",0,3.63,Lee Boudreaux Books,Kindle Edition,273,2017,2017,,2022/03/10,to-read,to-read (#278),to-read,,,,0,0
18922208,The Six Wives of Henry VIII,Alison Weir,"Weir, Alison",,"=""""","=""""",5,4.12,Grove Press,Kindle Edition,676,2018,1992,2022/03/08,2022/01/01,,,read,,,,1,0
280411,Too Close to Call: The Thirty-Six-Day Battle to Decide the 2000 Election,Jeffrey Toobin,"Toobin, Jeffrey",,"=""0375761071""","=""9780375761072""",4,3.93,Random House Trade Paperbacks,Paperback,320,2002,2001,,2022/03/02,,,read,,,,1,0
53453399,West with Giraffes,Lynda Rutledge,"Rutledge, Lynda",,"=""154202174X""","=""9781542021746""",0,4.33,Lake Union Publishing,Hardcover,357,2021,2021,,2022/03/01,to-read,to-read (#276),to-read,,,,0,0
51183428,The Love Songs of W.E.B. Du Bois,Honorée Fanonne Jeffers,"Jeffers, Honorée Fanonne",,"=""006294293X""","=""9780062942937""",0,4.51,Harper ,Hardcover,816,2021,2021,,2022/03/01,to-read,to-read (#275),to-read,,,,0,0
54860577,Love and Fury,Samantha Silva,"Silva, Samantha",,"=""1250159113""","=""9781250159113""",0,4.16,Flatiron Books,Hardcover,288,2021,2021,,2022/03/01,to-read,to-read (#274),to-read,,,,0,0
52761909,The Paris Library,Janet Skeslien Charles,"Charles, Janet Skeslien",,"=""1982134194""","=""9781982134198""",0,4.06,Atria Books,Hardcover,368,2021,2021,,2022/03/01,to-read,to-read (#273),to-read,,,,0,0
77239,Andersonville,MacKinlay Kantor,"Kantor, MacKinlay",,"=""0452269563""","=""9780452269569""",0,4.10,Plume,Paperback,766,1993,1955,,2022/03/01,to-read,to-read (#272),to-read,,,,0,0
11686,The Stories of John Cheever,John Cheever,"Cheever, John",,"=""0375724427""","=""9780375724428""",0,4.26,Vintage International,Paperback,693,2000,1978,,2022/03/01,to-read,to-read (#271),to-read,,,,0,0
224379,Gulag: A History,Anne Applebaum,"Applebaum, Anne",,"=""0767900561""","=""9780767900560""",0,4.28,Doubleday,Hardcover,677,2003,2003,,2022/02/23,to-read,to-read (#270),to-read,,,,0,0
34466963,Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker,"Walker, Matthew",,"=""""","=""""",0,4.37,Scribner,Hardcover,368,2017,2017,,2022/02/23,to-read,to-read (#269),to-read,,,,0,0
20910157,Yes Please,Amy Poehler,"Poehler, Amy",,"=""0062268341""","=""9780062268341""",0,3.85,Dey St.,Hardcover,329,2014,2014,,2022/02/23,to-read,to-read (#268),to-read,,,,0,0
4687,The Cider House Rules,John Irving,"Irving, John",,"=""0786226749""","=""9780786226740""",3,4.17,Thorndike Press,Hardcover,1064,2000,1985,,2022/02/20,,,read,,,,1,0
16981,Invisible Man,Ralph Ellison,"Ellison, Ralph",,"=""""","=""""",0,3.92,Vintage,Paperback,581,1995,1952,,2022/02/23,to-read,to-read (#267),to-read,,,,0,0
252577,"Angela’s Ashes (Frank McCourt, #1)",Frank McCourt,"McCourt, Frank",,"=""0007205236""","=""9780007205233""",1,4.15,Harper Perennial,Paperback,452,2005,1996,,2022/02/23,,,read,,,,1,0
386162,"The Hitchhiker’s Guide to the Galaxy (The Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",0,4.22,Del Rey,Paperback,193,2007,1979,,2022/02/20,to-read,to-read (#266),to-read,,,,1,0
7968243,Cleopatra: A Life,Stacy Schiff,"Schiff, Stacy",,"=""0316001929""","=""9780316001922""",0,3.73,"Little, Brown and Company",Hardcover,369,2010,2010,,2022/02/20,to-read,to-read (#265),to-read,,,,0,0
2203,John Adams,David McCullough,"McCullough, David",,"=""0743223136""","=""9780743223133""",0,4.08,Simon & Schuster Paperbacks,Paperback,751,2001,2001,,2022/02/20,to-read,to-read (#264),to-read,,,,0,0
13079982,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",0,3.97,Simon & Schuster,Kindle Edition,194,2011,1953,,2022/02/20,to-read,to-read (#263),to-read,,,,0,0
61535,The Selfish Gene,Richard Dawkins,"Dawkins, Richard",,"=""0199291152""","=""9780199291151""",0,4.16,Oxford University Press,Paperback,360,2006,1976,,2022/02/20,to-read,to-read (#262),to-read,,,,0,0
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316017922""","=""9780316017923""",0,4.19,"Little, Brown and Company",Hardcover,309,2008,2008,,2022/02/20,to-read,to-read (#261),to-read,,,,0,0
40718726,Genghis Khan and the Making of the Modern World,Jack Weatherford,"Weatherford, Jack",,"=""""","=""""",0,4.06,Broadway Books,Kindle Edition,352,2018,2004,,2022/02/20,to-read,to-read (#260),to-read,,,,0,0
40779082,The Guns of August,Barbara W. Tuchman,"Tuchman, Barbara W.",,"=""""","=""""",0,4.18,Random House,Kindle Edition,710,2009,1962,,2022/02/20,to-read,to-read (#259),to-read,,,,0,0
3869,A Brief History of Time,Stephen Hawking,"Hawking, Stephen",,"=""0553380168""","=""9780553380163""",0,4.21,Bantam Books,Paperback,226,1998,1988,,2022/02/20,to-read,to-read (#258),to-read,,,,0,0
40594422,First: Sandra Day O'Connor,Evan Thomas,"Thomas, Evan",,"=""0399589287""","=""9780399589287""",0,4.24,Random House,Hardcover,496,2019,2019,,2022/02/20,to-read,to-read (#257),to-read,,,,0,0
6101138,"Wolf Hall (Thomas Cromwell, #1)",Hilary Mantel,"Mantel, Hilary",,"=""""","=""""",5,3.91,HarperCollins Publishers Ltd,Paperback,653,2010,2009,2022/02/20,2021/12/26,,,read,,,,1,0
19501,"Eat, Pray, Love",Elizabeth Gilbert,"Gilbert, Elizabeth",,"=""0143038419""","=""9780143038412""",0,3.64,Riverhead Books,Paperback,368,2007,2006,,2022/02/15,to-read,to-read (#256),to-read,,,,0,0
25422234,Notorious RBG: The Life and Times of Ruth Bader Ginsburg,Irin Carmon,"Carmon, Irin",Shana Knizhnik,"=""0062415832""","=""9780062415837""",0,4.18,Dey Street Books,Hardcover,240,2015,2015,,2022/02/15,to-read,to-read (#255),to-read,,,,0,0
55361205,A Promised Land,Barack Obama,"Obama, Barack",,"=""1524763187""","=""9781524763183""",0,4.32,Crown,Kindle Edition,768,2020,2020,,2022/02/15,to-read,to-read (#254),to-read,,,,0,0
92057,The Autobiography of Malcolm X,Malcolm X,"X, Malcolm",Alex Haley,"=""""","=""""",0,4.37,Ballantine Books,Mass Market Paperback,466,2015,1965,,2022/02/15,to-read,to-read (#253),to-read,,,,0,0
6334,Never Let Me Go,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""1400078776""","=""9781400078776""",4,3.85,Vintage Books ,Paperback,288,2010,2005,2022/02/15,2021/12/26,,,read,,,,1,0
5632446,Columbine,Dave Cullen,"Cullen, Dave",,"=""0446546933""","=""9780446546935""",5,4.29,Twelve,Hardcover,417,2009,2009,,2022/02/15,,,read,,,,1,0
16248269,The Bling Ring: How a Gang of Fame-Obsessed Teens Ripped Off Hollywood and Shocked the World,Nancy Jo Sales,"Sales, Nancy Jo",,"=""0062245538""","=""9780062245533""",4,3.14,It Books,Paperback,288,2013,2013,,2022/02/15,,,read,,,,1,0
54870219,The Nest,Cynthia D'Aprix Sweeney,"Sweeney, Cynthia D'Aprix",,"=""1443464570""","=""9781443464574""",3,3.41,HarperCollins Publishers,Mass Market Paperback,432,2021,2016,,2022/02/15,,,read,,,,1,0
25733994,"The Productivity Project: Accomplishing More by Managing Your Time, Attention, and Energy",Chris   Bailey,"Bailey, Chris",,"=""1101904038""","=""9781101904039""",2,3.94,Crown Business,Hardcover,304,2016,2016,,2022/02/15,,,read,,,,1,0
681873,A Vast Conspiracy: The Real Story of the Sex Scandal That Nearly Brought Down a President,Jeffrey Toobin,"Toobin, Jeffrey",,"=""0743204131""","=""9780743204132""",3,3.83,Touchstone,Paperback,448,2000,2000,,2022/02/15,,,read,,,,1,0
31450959,"Peak Performance: Elevate Your Game, Avoid Burnout, and Thrive with the New Science of Success",Brad Stulberg,"Stulberg, Brad",Steve Magness,"=""162336793X""","=""9781623367930""",3,4.17,Rodale Books,Hardcover,240,2017,2017,,2022/02/15,,,read,,,,1,0
23500254,"The Power of Vulnerability: Teachings of Authenticity, Connections and Courage",Brené Brown,"Brown, Brené",,"=""""","=""""",5,4.60,Sounds True,Audible Audio,1,2013,2013,,2022/02/15,,,read,,,,1,0
22085568,The Culture Map: Breaking Through the Invisible Boundaries of Global Business,Erin Meyer,"Meyer, Erin",,"=""""","=""""",0,4.33,PublicAffairs,Kindle Edition,290,2014,2014,,2022/02/15,to-read,to-read (#252),to-read,,,,1,0
41104077,Invisible Women: Data Bias in a World Designed for Men,Caroline Criado Pérez,"Pérez, Caroline Criado",,"=""1419729071""","=""9781419729072""",0,4.34,Abrams Press,Hardcover,448,2019,2019,,2022/02/14,to-read,to-read (#251),to-read,,,,0,0
4900,Heart of Darkness,Joseph Conrad,"Conrad, Joseph",,"=""1892295490""","=""9781892295491""",0,3.43,Green Integer,Paperback,188,2003,1899,,2022/02/13,to-read,to-read (#250),to-read,,,,0,0
37415,Their Eyes Were Watching God,Zora Neale Hurston,"Hurston, Zora Neale",,"=""0061120065""","=""9780061120060""",5,3.99,Amistad,Paperback,238,2006,1937,,2022/02/13,,,read,,,,1,0
133518,The Things They Carried,Tim O'Brien,"O'Brien, Tim",,"=""0767902890""","=""9780767902892""",0,4.14,Broadway,Paperback,246,1998,1990,,2022/02/13,to-read,to-read (#249),to-read,,,,0,0
29974618,The Mothers,Brit Bennett,"Bennett, Brit",,"=""0399184538""","=""9780399184536""",4,3.88,Riverhead Books,Kindle Edition,288,2016,2016,2022/02/12,2022/01/01,,,read,,,,1,0
43890641,Hamnet,Maggie O'Farrell,"O'Farrell, Maggie",,"=""1472223799""","=""9781472223791""",0,4.19,Tinder Press,Hardcover,372,2020,2020,,2022/02/12,to-read,to-read (#248),to-read,,,,0,0
139253,The House on Mango Street,Sandra Cisneros,"Cisneros, Sandra",,"=""0679734775""","=""9780679734772""",3,3.69,Knopf Doubleday Publishing Group,Paperback,110,2009,1984,,2022/02/12,,,read,,,,1,0
30688435,Exit West,Mohsin Hamid,"Hamid, Mohsin",,"=""0735212171""","=""9780735212176""",0,3.74,Riverhead,Hardcover,231,2017,2017,,2022/02/12,to-read,to-read (#247),to-read,,,,0,0
86147,"Bright Lights, Big City",Jay McInerney,"McInerney, Jay",,"=""""","=""""",0,3.81,Vintage,Paperback,208,1984,1984,,2022/02/12,to-read,to-read (#246),to-read,,,,0,0
9777,The God of Small Things,Arundhati Roy,"Roy, Arundhati",,"=""0679457313""","=""9780679457312""",0,3.96,Random House,Paperback,321,1997,1997,,2022/02/12,to-read,to-read (#245),to-read,,,,0,0
15796700,Americanah,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",Jashar Awan,"=""""","=""""",0,4.31,Alfred A. Knopf,Hardcover,477,2013,2013,,2022/02/12,to-read,to-read (#244),to-read,,,,0,0
8049273,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Brian Greene,"Greene, Brian",,"=""039333810X""","=""9780393338102""",0,4.10,W. W. Norton & Company,Paperback,464,2010,1999,,2022/02/08,to-read,to-read (#243),to-read,,,,0,0
30335530,Pale Rider: The Spanish Flu of 1918 and How It Changed the World,Laura Spinney,"Spinney, Laura",,"=""1910702374""","=""9781910702376""",0,3.91,Jonathan Cape,Hardcover,332,2017,2017,,2022/02/06,to-read,to-read (#242),to-read,,,,0,0
11713,The English Patient,Michael Ondaatje,"Ondaatje, Michael",,"=""0771068719""","=""9780771068713""",3,3.86,McClelland & Stewart,Hardcover,320,2006,1992,,2022/02/06,,,read,,,,1,0
33590210,An American Marriage,Tayari Jones,"Jones, Tayari",,"=""1616201347""","=""9781616201340""",3,3.93,Algonquin Books,Hardcover,308,2018,2018,,2022/02/06,,,read,,,,1,0
10846336,Salvage the Bones,Jesmyn Ward,"Ward, Jesmyn",,"=""1608195228""","=""9781608195220""",0,3.96,Bloomsbury,Hardcover,261,2011,2011,,2022/02/06,to-read,to-read (#241),to-read,,,,0,0
14836,Midnight’s Children,Salman Rushdie,"Rushdie, Salman",,"=""0099578514""","=""9780099578512""",0,3.98,Vintage,Paperback,647,1995,1981,,2022/02/06,to-read,to-read (#240),to-read,,,,0,0
40409102,This Is How It Always Is,Laurie Frankel,"Frankel, Laurie",,"=""""","=""""",0,4.28,Flatiron Books,Kindle Edition,338,2018,2017,,2022/02/06,to-read,to-read (#239),to-read,,,,0,0
14061955,"Siege and Storm (The Shadow and Bone Trilogy, #2)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",4,3.80,Henry Holt and Company,Hardcover,435,2013,2013,2022/02/05,2022/02/05,,,read,,,,1,0
13537029,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""""","=""""",5,4.31,HarperCollins,Kindle Edition,351,2012,2011,2022/01/22,2021/12/31,,,read,,,,1,0
32191706,The Color of Law: A Forgotten History of How Our Government Segregated America,Richard Rothstein,"Rothstein, Richard",,"=""1631492853""","=""9781631492853""",0,4.44,Liveright,Hardcover,368,2017,2017,,2022/01/22,to-read,to-read (#238),to-read,,,,0,0
51152447,Caste: The Origins of Our Discontents,Isabel Wilkerson,"Wilkerson, Isabel",,"=""0593230256""","=""9780593230251""",0,4.53,Random House,Hardcover,544,2020,2020,,2022/01/22,to-read,to-read (#237),to-read,,,,0,0
41081373,"Girl, Woman, Other",Bernardine Evaristo,"Evaristo, Bernardine",,"=""0241364906""","=""9780241364901""",0,4.27,Hamish Hamilton,Kindle Edition,453,2019,2019,,2022/01/22,to-read,to-read (#236),to-read,,,,0,0
28877,"Red Dragon (Hannibal Lecter, #1)",Thomas  Harris,"Harris, Thomas",,"=""""","=""""",0,4.07,Dutton,Hardcover,454,2000,1981,,2022/01/22,to-read,to-read (#235),to-read,,,,0,0
31434883,Eleanor Oliphant Is Completely Fine,Gail Honeyman,"Honeyman, Gail",,"=""0735220689""","=""9780735220683""",5,4.23,Pamela Dorman Books / Viking,Hardcover,336,2017,2017,2022/01/20,2021/12/26,,,read,,,,1,0
57693168,Reckless Girls,Rachel Hawkins,"Hawkins, Rachel",,"=""1250274257""","=""9781250274250""",0,3.55,St. Martin's Press,Hardcover,320,2022,2022,,2022/01/18,to-read,to-read (#234),to-read,,,,0,0
331319,An American Tragedy,Theodore Dreiser,"Dreiser, Theodore",Richard R. Lingeman,"=""0451527704""","=""9780451527707""",0,3.97,Signet Classics,Mass Market Paperback,859,2000,1925,,2022/01/15,to-read,to-read (#233),to-read,,,,0,0
656,War and Peace,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude","=""0192833987""","=""9780192833983""",0,4.17,Oxford University Press,Paperback,1392,1998,1869,,2022/01/15,to-read,to-read (#232),to-read,,,,0,0
375013,Schindler’s List,Thomas Keneally,"Keneally, Thomas",,"=""0340606517""","=""9780340606513""",0,4.34,Sceptre,Mass Market Paperback,429,1994,1982,,2022/01/15,to-read,to-read (#231),to-read,,,,0,0
57155092,I Love You But I've Chosen Darkness,Claire Vaye Watkins,"Watkins, Claire Vaye",,"=""0593330218""","=""9780593330210""",0,3.14,Riverhead Books,Hardcover,304,2021,2021,,2022/01/15,to-read,to-read (#230),to-read,,,,0,0
40164365,The Friend,Sigrid Nunez,"Nunez, Sigrid",,"=""0735219451""","=""9780735219458""",0,3.74,Riverhead Books,Paperback,212,2019,2018,,2022/01/15,to-read,to-read (#229),to-read,,,,0,0
7869,"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,"Ludlum, Robert",,"=""0752864327""","=""9780752864327""",0,4.05,Orion,Paperback,566,2005,1980,,2022/01/15,to-read,to-read (#228),to-read,,,,0,0
19691,"The Hunt for Red October (Jack Ryan, #3)",Tom Clancy,"Clancy, Tom",,"=""0425172902""","=""9780425172902""",0,4.12,Berkley Trade,Mass Market Paperback,432,1999,1984,,2022/01/15,to-read,to-read (#227),to-read,,,,0,0
46170,For Whom the Bell Tolls,Ernest Hemingway,"Hemingway, Ernest",,"=""""","=""""",0,3.99,Scribner,Paperback,471,1995,1940,,2022/01/15,to-read,to-read (#226),to-read,,,,0,0
43565369,The Topeka School,Ben Lerner,"Lerner, Ben",,"=""0374277788""","=""9780374277789""",0,3.51,"Farrar, Straus and Giroux",Hardcover,282,2019,2019,,2022/01/15,to-read,to-read (#225),to-read,,,,0,0
45754981,The Glass Hotel,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0525521143""","=""9780525521143""",0,3.69,Alfred A. Knopf,Hardcover,307,2020,2020,,2022/01/15,to-read,to-read (#224),to-read,,,,0,0
48570454,Transcendent Kingdom,Yaa Gyasi,"Gyasi, Yaa",,"=""""","=""""",0,4.10,Knopf,Hardcover,264,2020,2020,,2022/01/15,to-read,to-read (#223),to-read,,,,0,0
7675,Disclosure,Michael Crichton,"Crichton, Michael",,"=""0099303744""","=""9780099303749""",3,3.80,Arrow / Random House,Mass Market Paperback,464,1994,1994,,2022/01/15,,,read,,,,1,0
270521,The Russia House,John Le Carré,"Carré, John Le","Michael Jayston, René Basilico, Tom   Baker","=""0743464664""","=""9780743464666""",0,3.91,Scribner,Paperback,368,2004,1989,,2022/01/15,to-read,to-read (#222),to-read,,,,0,0
5349,The Rainmaker,John Grisham,"Grisham, John",,"=""""","=""""",3,4.01,Delta,Paperback,419,2005,1995,,2022/01/15,,,read,,,,1,0
24192,The Runaway Jury,John Grisham,"Grisham, John",,"=""0385339690""","=""9780385339698""",3,4.03,Delta,Paperback,464,2006,1996,,2022/01/15,,,read,,,,1,0
5359,The Client,John Grisham,"Grisham, John",,"=""0385339089""","=""9780385339087""",3,4.06,Delta Trade Paperbacks,Paperback,483,2005,1993,,2022/01/15,,,read,,,,1,0
2579284,Six Days of the Condor,James Grady,"Grady, James",,"=""0393086925""","=""9780393086928""",0,4.08,W. W. Norton & Company,Hardcover,192,1974,1974,,2022/01/15,to-read,to-read (#221),to-read,,,,0,0
39020,1491: New Revelations of the Americas Before Columbus,Charles C. Mann,"Mann, Charles C.",,"=""1400032059""","=""9781400032051""",0,4.05,Vintage,Paperback,563,2011,2005,,2022/01/14,to-read,to-read (#220),to-read,,,,0,0
25899336,When Breath Becomes Air,Paul Kalanithi,"Kalanithi, Paul",Abraham   Verghese,"=""0812988418""","=""9780812988413""",0,4.41,Random House,Kindle Edition,208,2016,2016,,2022/01/14,to-read,to-read (#219),to-read,,,,0,0
7445,The Glass Castle,Jeannette Walls,"Walls, Jeannette",,"=""074324754X""","=""9780743247542""",0,4.32,Scribner,Paperback,288,2006,2005,,2022/01/14,to-read,to-read (#218),to-read,,,,0,0
52439531,"The Inheritance Games (The Inheritance Games, #1)",Jennifer Lynn Barnes,"Barnes, Jennifer Lynn",,"=""1368052401""","=""9781368052405""",0,4.13,"Little, Brown Books for Young Readers",Hardcover,386,2020,2020,,2022/01/14,to-read,to-read (#217),to-read,,,,0,0
33151805,Into the Water,Paula Hawkins,"Hawkins, Paula",,"=""0735211205""","=""9780735211209""",0,3.59,Riverhead Books,Hardcover,386,2017,2017,,2022/01/14,to-read,to-read (#216),to-read,,,,0,0
2052,"The Big Sleep (Philip Marlowe, #1)",Raymond Chandler,"Chandler, Raymond",,"=""0394758285""","=""9780394758282""",0,3.94,Vintage Crime,Paperback,231,1988,1939,,2022/01/14,to-read,to-read (#215),to-read,,,,0,0
38819868,"My Sister, the Serial Killer",Oyinkan Braithwaite,"Braithwaite, Oyinkan",,"=""0385544235""","=""9780385544238""",0,3.65,Doubleday,Hardcover,226,2018,2018,,2022/01/14,to-read,to-read (#214),to-read,,,,0,0
40389527,The Woman in the Window,A.J. Finn,"Finn, A.J.",,"=""""","=""""",0,3.94,William Morrow,Kindle Edition,455,2018,2018,,2022/01/14,to-read,to-read (#213),to-read,,,,0,0
51791252,The Vanishing Half,Brit Bennett,"Bennett, Brit",,"=""0525536299""","=""9780525536291""",0,4.13,Riverhead Books,Hardcover,343,2020,2020,,2022/01/14,to-read,to-read (#212),to-read,,,,0,0
44318414,The Dutch House,Ann Patchett,"Patchett, Ann",,"=""0062963678""","=""9780062963673""",0,4.10,Harper,Hardcover,337,2019,2019,,2022/01/14,to-read,to-read (#211),to-read,,,,0,0
24178,Charlotte’s Web,E.B. White,"White, E.B.","Garth Williams, Rosemary Wells","=""0064410935""","=""9780064410939""",5,4.21,HarperCollinsPublishers,Paperback,184,2001,1952,,2022/01/14,,,read,,,,1,0
8127,"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery,"Montgomery, L.M.",Jennifer Lee Carrell,"=""0451528824""","=""9780451528827""",5,4.32,Signet,Mass Market Paperback,320,2003,1908,,2022/01/14,,,read,,,,1,0
34912895,The Great Alone,Kristin Hannah,"Hannah, Kristin",,"=""""","=""""",0,4.45,St. Martin's Press,Kindle Edition,435,2018,2018,,2022/01/14,to-read,to-read (#210),to-read,,,,0,0
56732449,The Love Hypothesis,Ali Hazelwood,"Hazelwood, Ali",,"=""0593336828""","=""9780593336823""",2,4.11,Berkley Books,Paperback,356,2021,2021,2022/01/14,2021/12/26,,,read,,,,1,0
36687263,Extremely Loud and Incredibly Close,Jonathan Safran Foer,"Foer, Jonathan Safran",,"=""""","=""""",3,3.97,Mariner Books,Kindle Edition,406,2013,2005,2022/01/10,2021/12/26,,,read,,,,1,0
4953,A Heartbreaking Work of Staggering Genius,Dave Eggers,"Eggers, Dave",,"=""0375725784""","=""9780375725784""",0,3.69,Vintage,Paperback,530,2001,2000,,2022/01/09,to-read,to-read (#209),to-read,,,,0,0
902,The Westing Game,Ellen Raskin,"Raskin, Ellen",,"=""014240120X""","=""9780142401200""",4,3.99,Puffin,Paperback,182,2004,1978,,2022/01/09,,,read,,,,1,0
15823480,Anna Karenina,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude, Dieter Wellershoff, Bruno Goetz, Lev Tolstoj, Léon Tolstoï","=""0345803922""","=""9780345803924""",0,4.10,Vintage,Paperback,964,2012,1878,,2022/01/09,to-read,to-read (#208),to-read,,,,0,0
